var1,var2,var3,T,E
0.469459,0.318871,0.164498,13.0551806715,1
0.36617,0.23499099999999998,0.678709,4.951335837069999,1
1.4325700000000001,2.668335,0.558046,4.85889534209,1
2.696463,0.244077,1.3151110000000001,8.50543244101,1
0.152624,0.37950100000000003,0.330164,7.03794878748,1
0.27739899999999995,0.871603,1.555185,10.835393144300001,1
0.353633,0.294236,0.928573,9.92109564592,1
0.6209560000000001,0.021884,3.2057599999999997,5.29165212342,1
0.0007570000000000001,1.216615,0.8610690000000001,20.9813809356,1
0.497674,2.744032,0.47358900000000004,5.80982311606,1
1.213709,0.072756,0.09842000000000001,11.2908076197,1
0.426255,2.550392,0.16762,8.19779319557,1
0.008408,1.132205,1.234917,7.47213923892,1
1.207833,0.13335,0.528231,10.670073183,1
0.036975,0.040631,0.2664,10.543203936,1
0.789439,0.669067,1.332697,6.2885232024399995,1
1.482055,0.627205,0.738271,9.080334859,1
1.028671,0.21520999999999998,0.457692,14.1822947115,1
0.521986,2.282683,0.31597600000000003,21.9399783806,1
0.26262199999999997,0.345999,0.9210969999999999,8.88229093093,1
0.360319,1.001364,0.237533,9.98342539597,1
0.362587,0.110046,2.486691,9.55638379129,1
1.793598,0.310001,0.26306599999999997,8.65928769028,1
0.419275,0.11430799999999999,1.124784,5.643465953200001,1
1.4702469999999999,0.289054,0.331833,10.9977552573,1
0.27476,0.523508,2.139204,8.05076874352,1
0.119805,0.7337739999999999,0.21205700000000002,11.250368476199998,1
0.369294,0.609847,0.89402,10.2129272163,0
1.01825,2.119666,0.716002,12.3366190173,1
0.607065,2.3501119999999998,0.031389999999999994,15.7231628796,1
4.169830999999999,0.316285,0.16935,11.8302258308,0
1.483383,2.242744,0.26543,7.3625264046500005,1
0.32359699999999997,0.165159,0.97204,12.5169357575,1
1.82716,0.32779400000000003,0.9415389999999999,8.51322372304,1
0.104104,0.9233020000000001,1.22007,12.7973318626,1
0.392766,0.42279399999999995,3.4826080000000004,8.54052212332,1
2.579629,0.109011,2.2800279999999997,3.5635806304699997,1
0.775092,0.974519,2.2236990000000003,9.577566776180001,1
0.5075930000000001,0.917278,0.103131,9.64881133972,1
0.13843699999999998,2.474084,1.6350049999999998,11.789052178,1
1.120586,1.480593,0.6382439999999999,4.6478831396,0
0.001842,0.6014520000000001,0.40551,14.1629885287,1
0.9969790000000001,0.44859,0.782013,7.491703328160001,1
1.0672629999999999,0.304582,0.795276,10.7391507856,1
1.123429,1.4093149999999999,0.090895,8.239254810730001,1
0.139158,3.203523,0.28734899999999997,7.630927644460001,1
1.276529,1.039313,1.217827,7.820307355800001,1
0.175824,1.371635,1.7854880000000002,12.420867183399999,1
0.24130100000000002,4.048806,0.423415,10.5633022553,1
1.8644439999999998,0.821839,0.426364,6.29314423772,1
0.34029499999999996,0.727143,0.341437,12.4052831947,1
5.130831,0.074513,0.8015260000000001,10.7964133954,1
1.404635,0.039251,0.785162,17.095589810499998,1
0.07394400000000001,0.053314999999999994,0.18626199999999998,15.4629258426,0
1.271488,0.10678,0.291883,9.61273262267,1
0.781452,1.229076,0.069747,14.4093766173,1
0.3909,0.35690700000000003,0.23058,10.0869453587,1
2.193825,0.6211840000000001,0.466925,5.818748363130001,1
2.942882,0.16383,1.040333,7.9883368710500005,1
0.705527,0.592699,0.923248,11.831252436600002,1
1.662925,2.1851700000000003,0.664273,11.873164031300002,1
0.407842,1.011611,0.485592,4.14387121547,1
0.091321,0.281593,0.153947,8.290723678200001,1
3.5385089999999995,1.80715,1.336961,4.32535868496,1
0.661027,1.171563,0.30091,14.2454199869,1
0.106552,0.121843,0.257878,5.66506177628,1
0.104327,1.513503,0.314581,7.918461649239999,1
0.811837,1.6833240000000003,0.061925,11.8443153255,1
0.402495,0.43151999999999996,0.489576,11.076150186900001,1
1.322155,0.521161,1.859989,6.88916431026,1
0.647954,3.243631,0.034075,8.34491489657,1
0.851476,0.21736599999999998,0.29733000000000004,4.47399978584,1
0.14999400000000002,3.027889,0.5427489999999999,9.24722217844,1
0.381276,1.146927,0.22583000000000003,11.2146024447,1
0.019479,1.374707,1.5665950000000002,8.28623107033,1
0.806793,0.60941,1.903648,10.0738349202,1
0.9268280000000001,1.062158,0.048544,14.4854236558,1
0.998282,0.385911,1.403305,11.0245383745,1
0.198755,1.668675,0.182337,6.25197764519,1
1.668232,0.717113,0.39318000000000003,15.8836989034,1
0.903388,0.34757,0.796215,11.34167126,1
3.094217,0.764497,3.063756,7.6440979558,1
0.565765,0.8556440000000001,2.4122220000000003,8.36665621446,1
0.600544,0.019666,2.356107,11.9012822052,1
0.453201,0.24214899999999998,0.7611140000000001,9.91242335863,1
0.441605,0.271366,0.9775219999999999,8.32289768512,1
0.41135,0.029483999999999996,1.8434580000000003,11.9717347284,1
0.5351199999999999,0.045629,0.16006700000000001,11.1247094819,1
0.47211899999999996,2.239749,0.148828,6.154137910040001,1
0.485754,1.464013,0.380293,8.91144648631,1
5.353937,0.855298,0.001006,4.88104290364,1
0.000974,0.35496500000000003,0.698741,20.6652251814,1
0.36145700000000003,2.792862,1.503787,11.0822662185,1
1.2026729999999999,1.825852,0.391339,8.007713530630001,1
0.8530770000000001,0.22137600000000002,1.6355389999999999,9.78044985255,1
1.646959,3.3371690000000003,1.262672,5.665326393509999,1
0.050491,1.0423879999999999,0.040406,10.5017493224,1
0.693033,0.067717,1.6319299999999999,9.96821890209,1
3.8753610000000003,1.206579,0.6567850000000001,4.83539084237,1
0.401754,1.526443,0.449621,7.95252897093,1
2.112141,0.994604,0.12592799999999998,4.44530592881,1
2.358111,1.411174,4.747023,6.929422220989999,1
0.406167,0.7479359999999999,1.240233,11.9701980352,1
0.9833120000000001,1.330699,0.931057,12.7687578904,1
2.8028560000000002,0.141768,0.96447,6.1536973616,1
0.22598000000000001,0.156969,0.771678,9.09300617059,1
1.0202120000000001,1.338747,1.485407,9.70355645693,1
0.737183,0.21196700000000002,1.479703,10.4173960087,1
0.694596,0.13306500000000002,1.612199,13.182927656199999,1
1.614919,1.628414,3.3395629999999996,2.57553764605,1
1.263567,0.041625999999999996,0.13448800000000002,7.09141708798,1
1.81759,0.89371,0.256831,5.73937524269,1
0.221442,1.00047,0.13556500000000002,12.9241740121,1
0.388571,2.331312,0.048117,12.873502008800001,1
1.365461,0.44473,0.26388,4.72642629428,1
0.017446,1.50251,1.859648,9.83594179776,1
0.803217,0.259678,0.305695,6.06237621553,1
1.153738,2.357565,0.264925,8.09338513449,1
0.546425,0.516525,0.05980599999999999,8.04406734742,1
0.061367,2.453071,0.234816,8.71594708122,1
0.42113599999999995,0.295455,1.117664,13.2869538904,1
1.5747790000000002,0.7411220000000001,0.533676,10.5135003978,1
1.3943510000000001,0.877793,1.637652,6.427757442030001,1
0.923441,1.1076139999999999,0.78291,3.6387804092900002,1
0.231346,0.620135,1.8213549999999998,4.74775344975,1
0.7357060000000001,3.4050540000000002,3.457625,11.6770199376,1
1.748839,1.132628,0.812584,11.5594329742,1
0.280291,1.664837,0.051460000000000006,8.758249983239999,1
0.150857,2.545696,1.456119,12.8268461929,1
1.5516809999999999,0.125114,0.148355,15.620406109400001,0
0.746388,0.267458,0.42003599999999996,11.9422735844,1
0.068177,0.19378800000000002,2.693533,7.954496160610001,1
0.305141,0.858988,3.883753,12.3573764607,1
3.614956,0.659784,1.013164,3.56383007199,1
1.9810330000000003,0.7379720000000001,0.272071,8.5619748224,1
0.19708,1.164958,0.8204870000000001,4.20656850475,1
0.027854000000000004,0.6533260000000001,0.08022,21.0318230188,1
1.8066659999999999,3.535072,2.176759,5.810529106950001,1
0.16528800000000002,1.6233950000000001,1.9945509999999997,8.79849009986,1
1.617063,0.49479799999999996,0.131597,7.799230231689999,0
1.298794,1.778036,0.453693,12.6551650347,1
0.707968,1.081388,0.477484,14.301454071099998,1
0.246455,0.11361800000000001,0.407209,13.3297030877,1
0.282453,0.731784,0.002421,6.125064213890001,1
0.133855,0.096552,0.152854,4.935640749080001,0
0.025306,0.07387,0.163927,6.3156952171,1
1.017839,0.737884,3.126409,6.5732128005299995,0
0.847491,1.142187,1.342932,8.61060494656,1
0.9420930000000001,0.161735,1.388318,9.995608495299999,1
0.38300100000000004,0.006451,0.901114,7.74825868839,1
0.011165999999999999,0.220669,0.6917909999999999,7.34226786253,1
1.5435020000000002,1.472249,0.830817,6.98633720723,1
0.168033,3.052163,0.035085000000000005,18.1313105791,1
2.1599459999999997,0.001644,1.443158,4.381655047890001,1
0.249142,0.628992,2.3185130000000003,8.74257448673,1
0.137399,0.107748,0.354812,11.445457273499999,1
0.6373409999999999,2.847188,1.4591370000000001,7.62462675408,1
1.109732,0.405561,0.018856,10.6346199544,1
0.031865,1.753759,0.25204,8.51971771151,1
1.631269,1.5886209999999998,3.7098989999999996,4.47895208711,1
